Protein IDs,Majority protein IDs,Fasta headers,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,Mol. weight [kDa],Sequence length
E9H8N4,E9H8N4,tr|E9H8N4|E9H8N4_DAPPU UNC93-like protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308685 PE=3 SV=1,0,8052200,0,0,0,0,49.296,452
E9H8P7,E9H8P7,tr|E9H8P7|E9H8P7_DAPPU GMP synthase (glutamine-hydrolyzing) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308688 PE=4 SV=1,0,0,1263500,0,0,0,76.417,686
E9H8Q4,E9H8Q4,tr|E9H8Q4|E9H8Q4_DAPPU Vitellogenin OS=Daphnia pulex OX=6669 GN=VTG4 PE=4 SV=1,145610000,194250000,169250000,215470000,234380000,242490000,191.88,1706
E9H8T5;C0L8W4;C0L8Q0;C0L8P9;C0L8Q3;C0L8Q6;C0L8Q5;C0L8Q2;C0L8Q1;C0L8Y5;C0L8Z1;I1VAH9;I1VAH3;I1VAH2;I1VAG8;I1VAG7;I1VAH8;C0L8Q9;I1VAH5;C0L8Q8,E9H8T5;C0L8W4;C0L8Q0;C0L8P9;C0L8Q3;C0L8Q6;C0L8Q5;C0L8Q2;C0L8Q1;C0L8Y5;C0L8Z1,tr|E9H8T5|E9H8T5_DAPPU Aspartate aminotransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308666 PE=3 SV=1;tr|C0L8W4|C0L8W4_9CRUS Aspartate aminotransferase (Fragment) OS=Daphnia parvula OX=132684 GN=Got PE=2 SV=1;tr|C0L8Q0|C0L8Q0_9CRUS Aspartate aminotrans,68172000,57826000,50066000,56545000,65624000,69211000,45.477,411
E9H8U3,E9H8U3,tr|E9H8U3|E9H8U3_DAPPU MFS domain-containing protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_59739 PE=3 SV=1,0,0,6212200,0,0,0,51.336,471
E9H8V6,E9H8V6,tr|E9H8V6|E9H8V6_DAPPU 10-formyltetrahydrofolate dehydrogenase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_326816 PE=3 SV=1,53458000,45156000,45791000,0,0,0,101.28,924
E9H8Z2,E9H8Z2,tr|E9H8Z2|E9H8Z2_DAPPU Mitochondrial carnitine/acylcarnitine carrier protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231481 PE=3 SV=1,86201000,77640000,72716000,0,0,0,32.436,299
E9H908,E9H908,tr|E9H908|E9H908_DAPPU Peptidase S1 domain-containing protein OS=Daphnia pulex OX=6669 GN=TRY5L PE=4 SV=1,0,0,32128000,0,0,0,30.457,288
E9H909,E9H909,"tr|E9H909|E9H909_DAPPU 28S ribosomal protein S17, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_201511 PE=3 SV=1",0,0,1287600,0,0,0,18.137,159
E9H926,E9H926,tr|E9H926|E9H926_DAPPU Heat shock cognate 70 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_227800 PE=3 SV=1,0,0,2753200,0,0,0,68.153,622
E9H9D0,E9H9D0,tr|E9H9D0|E9H9D0_DAPPU Chorion peroxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_189107 PE=4 SV=1,0,0,2866200,0,0,0,54.903,491
E9H9F6,E9H9F6,tr|E9H9F6|E9H9F6_DAPPU Moesin/ezrin/radixin homolog 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_327006 PE=4 SV=1,68770000,83333000,95373000,148270000,85905000,92389000,67.759,573
E9H9J2,E9H9J2,tr|E9H9J2|E9H9J2_DAPPU Xaa-Pro aminopeptidase 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_327039 PE=3 SV=1,181090000,173110000,336660000,82313000,74776000,0,78.655,699
E9H9M0,E9H9M0,tr|E9H9M0|E9H9M0_DAPPU Mitochondrial carrier protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_201699 PE=3 SV=1,63537000,69466000,59066000,0,0,0,33.809,307
E9H9N6,E9H9N6,tr|E9H9N6|E9H9N6_DAPPU Prostaglandin reductase 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308833 PE=3 SV=1,71983000,87577000,95880000,0,0,0,40.747,371
E9H9T2,E9H9T2,tr|E9H9T2|E9H9T2_DAPPU Proteasome subunit alpha type OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308807 PE=3 SV=1,22460000,21012000,21268000,0,0,0,31.705,285
E9H9T8,E9H9T8,tr|E9H9T8|E9H9T8_DAPPU Nonmuscle myosin essential light chain OS=Daphnia pulex OX=6669 GN=MLC3 PE=4 SV=1,0,19364000,0,0,0,0,16.355,147
E9H9U1,E9H9U1,tr|E9H9U1|E9H9U1_DAPPU Glutamate decarboxylase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_129671 PE=3 SV=1,0,0,1893300,0,0,0,53.62,471
E9H9U9,E9H9U9,tr|E9H9U9|E9H9U9_DAPPU UPF0462 protein C4orf33 homolog OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308845 PE=4 SV=1,17713000,34325000,32305000,0,0,0,50.848,454
E9H9X2,E9H9X2,tr|E9H9X2|E9H9X2_DAPPU 4-hydroxyphenylpyruvate dioxygenase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_327131 PE=3 SV=1,44305000,48081000,46755000,0,0,0,44.889,396
E9H9X4,E9H9X4,"tr|E9H9X4|E9H9X4_DAPPU NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_93364 PE=3 SV=1",0,12299000,0,0,0,0,20.844,183
E9H9X6,E9H9X6,tr|E9H9X6|E9H9X6_DAPPU KOW domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231518 PE=3 SV=1,12775000,14959000,18816000,0,0,0,17.708,154
E9H9X7,E9H9X7,"tr|E9H9X7|E9H9X7_DAPPU Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_216649 PE=3 SV=1",148990000,122990000,188020000,56167000,87381000,0,46.194,422
E9H9X9,E9H9X9,tr|E9H9X9|E9H9X9_DAPPU Nucleolar protein-like protein 5A OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_299559 PE=3 SV=1,0,0,31874000,0,0,0,62.33,564
E9H9Y8,E9H9Y8,tr|E9H9Y8|E9H9Y8_DAPPU Transket_pyr domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308853 PE=4 SV=1,198910000,85263000,203240000,21184000,24077000,0,67.815,625
E9H9Z6,E9H9Z6,tr|E9H9Z6|E9H9Z6_DAPPU 40S ribosomal protein S13 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308825 PE=3 SV=1,51003000,43530000,29436000,70204000,74935000,76040000,17.198,151
E9HA01;E9HP72,E9HA01,tr|E9HA01|E9HA01_DAPPU TGc domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_111732 PE=3 SV=1,0,4454400,0,0,0,0,93.017,816
E9HA03,E9HA03,tr|E9HA03|E9HA03_DAPPU Ubiquinone biosynthesis protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_255763 PE=3 SV=1,24884000,26502000,29952000,0,0,0,28.454,254
E9HA22,E9HA22,tr|E9HA22|E9HA22_DAPPU PRA1 family protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308871 PE=3 SV=1,14899000,11056000,10596000,0,0,0,20.528,186
E9HA65,E9HA65,"tr|E9HA65|E9HA65_DAPPU Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_327246 PE=3 SV=1",238380000,198500000,194160000,25209000,0,0,68.364,632
E9HA87,E9HA87,tr|E9HA87|E9HA87_DAPPU Pyruvate dehydrogenase E1 component subunit beta OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_327265 PE=4 SV=1,540420000,464630000,440460000,0,0,0,38.217,352
E9HA96,E9HA96,tr|E9HA96|E9HA96_DAPPU Malate dehydrogenase OS=Daphnia pulex OX=6669 GN=MDHC PE=3 SV=1,49946000,54576000,47253000,0,0,0,35.783,333
E9HAB0,E9HAB0,tr|E9HAB0|E9HAB0_DAPPU Vinculin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308937 PE=3 SV=1,204700000,285190000,278660000,116900000,88097000,102390000,104.34,951
E9HAC5,E9HAC5,"tr|E9HAC5|E9HAC5_DAPPU ABC protein, subfamily ABCG OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_327299 PE=3 SV=1",0,0,2345500,0,0,0,71.89,648
E9HAE2;E9GBX7;E9GBX5;E9GBR7;E9HWA5,E9HAE2,tr|E9HAE2|E9HAE2_DAPPU Vesicle-fusing ATPase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_60285 PE=3 SV=1,11079000,12032000,10990000,0,0,0,81.76,736
E9HAH4;E9G4M3;E9G4P4;E9G4P3,E9HAH4,tr|E9HAH4|E9HAH4_DAPPU Integrin_alpha2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_60396 PE=3 SV=1,95433000,97724000,90817000,0,0,0,121.09,1089
E9HAI1,E9HAI1,tr|E9HAI1|E9HAI1_DAPPU MARVEL domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309163 PE=3 SV=1,0,0,42286000,0,0,0,26.345,255
E9HAK7,E9HAK7,tr|E9HAK7|E9HAK7_DAPPU UPAR/Ly6 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_327378 PE=4 SV=1,22872000,31544000,0,0,0,0,16.437,150
E9HAK9,E9HAK9,tr|E9HAK9|E9HAK9_DAPPU Lamin-like protein OS=Daphnia pulex OX=6669 GN=LAM1 PE=3 SV=1,118320000,114820000,114410000,0,0,0,68.424,599
E9HAN7,E9HAN7,tr|E9HAN7|E9HAN7_DAPPU Alanine transaminase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309150 PE=3 SV=1,376490000,406080000,370850000,138720000,81998000,82541000,53.499,485
E9HAN8,E9HAN8,tr|E9HAN8|E9HAN8_DAPPU Glutathione transferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231546 PE=2 SV=1,0,11267000,21197000,0,0,0,16.899,151
E9HAP1,E9HAP1,tr|E9HAP1|E9HAP1_DAPPU Heat shock protein 83 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309186 PE=3 SV=1,952580000,968950000,825360000,732240000,713600000,759130000,90.065,788
E9HAP5,E9HAP5,tr|E9HAP5|E9HAP5_DAPPU Proteasome subunit alpha type OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231549 PE=3 SV=1,18041000,14881000,15764000,0,0,0,27.27,246
E9HAP6,E9HAP6,tr|E9HAP6|E9HAP6_DAPPU Small nuclear ribonucleoprotein Sm D2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309154 PE=3 SV=1,0,0,3034100,0,0,0,13.722,122
E9HAP7,E9HAP7,tr|E9HAP7|E9HAP7_DAPPU Twinstar-like protein OS=Daphnia pulex OX=6669 GN=TSR PE=3 SV=1,80120000,82343000,77988000,106840000,87431000,88962000,17.161,149
E9HAR5;E9GY91,E9HAR5,tr|E9HAR5|E9HAR5_DAPPU Peptidase S1 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_256105 PE=4 SV=1,71452000,78615000,80487000,0,0,0,33.679,315
E9HAT0,E9HAT0,tr|E9HAT0|E9HAT0_DAPPU Ammonium_transp domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_256123 PE=3 SV=1,15425000,12680000,13453000,0,0,0,81.367,756
E9HAU4,E9HAU4,tr|E9HAU4|E9HAU4_DAPPU CLCA domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_112057 PE=3 SV=1,29172000,24250000,24138000,0,0,0,134.8,1221
E9HAV9,E9HAV9,tr|E9HAV9|E9HAV9_DAPPU Sidoreflexin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309196 PE=3 SV=1,0,0,2511000,0,0,0,36.196,323
E9HAW6,E9HAW6,tr|E9HAW6|E9HAW6_DAPPU Sodium/potassium-transporting ATPase subunit alpha OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_60674 PE=3 SV=1,0,0,20682000,0,0,0,112.49,1013
E9HAW7,E9HAW7,tr|E9HAW7|E9HAW7_DAPPU Sodium/potassium-transporting ATPase subunit alpha OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309219 PE=3 SV=1,319590000,293390000,288340000,8494000,0,0,110.88,1002
E9HAW8,E9HAW8,tr|E9HAW8|E9HAW8_DAPPU Sodium/potassium-transporting ATPase subunit alpha OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_256165 PE=3 SV=1,0,0,5484500,0,0,0,112.58,1016
E9HB48,E9HB48,tr|E9HB48|E9HB48_DAPPU Aldehyde dehydrogenase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_60686 PE=3 SV=1,72073000,63170000,64156000,0,0,0,62.67,558
E9HBA3,E9HBA3,tr|E9HBA3|E9HBA3_DAPPU Peroxiredoxin-5 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_202014 PE=3 SV=1,11098000,9666300,8933800,0,0,0,20.991,197
E9HBC0,E9HBC0,tr|E9HBC0|E9HBC0_DAPPU Glycerophosphocholine cholinephosphodiesterase (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_31637 PE=3 SV=1,115510000,113310000,109090000,0,0,0,44.62,389
E9HBC4,E9HBC4,tr|E9HBC4|E9HBC4_DAPPU 60S ribosomal protein L13a OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_112232 PE=3 SV=1,11966000,0,0,0,0,0,24.612,213
E9HBK7,E9HBK7,tr|E9HBK7|E9HBK7_DAPPU 60S ribosomal protein L14 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231574 PE=3 SV=1,52370000,43209000,40663000,0,0,0,19.418,171
E9HBL0,E9HBL0,tr|E9HBL0|E9HBL0_DAPPU Alpha-glucosidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_202050 PE=4 SV=1,55228000,51003000,45142000,0,0,0,68.943,604
E9HBL8,E9HBL8,tr|E9HBL8|E9HBL8_DAPPU Troponin C OS=Daphnia pulex OX=6669 GN=TNC3 PE=4 SV=1,0,0,0,0,0,4546200,16.701,149
E9HBN3,E9HBN3,tr|E9HBN3|E9HBN3_DAPPU Chitin-binding type-2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309273 PE=4 SV=1,0,0,0,0,0,17473000,68.444,612
E9HBN5,E9HBN5,tr|E9HBN5|E9HBN5_DAPPU Chitin-binding type-2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_327753 PE=4 SV=1,16731000,14203000,14978000,0,0,0,59.229,526
E9HBN9,E9HBN9,tr|E9HBN9|E9HBN9_DAPPU Procollagen-lysine 5-dioxygenase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_217067 PE=4 SV=1,107330000,109720000,90784000,62831000,0,0,85.783,737
E9HBT8,E9HBT8,tr|E9HBT8|E9HBT8_DAPPU Troponin C OS=Daphnia pulex OX=6669 GN=TNC1 PE=4 SV=1,0,0,25647000,0,0,0,17.164,151
E9HBU2,E9HBU2,tr|E9HBU2|E9HBU2_DAPPU ATP synthase subunit alpha OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309281 PE=3 SV=1,7003900000,6284600000,5852700000,3119500000,3702100000,3041200000,59.377,549
E9HBZ4;E9HFA6;E9HT97,E9HBZ4,tr|E9HBZ4|E9HBZ4_DAPPU Heat shock 70 kDa protein cognate 4 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_256736 PE=3 SV=1,42321000,33464000,33485000,166480000,189920000,189090000,72.818,664
E9HC70,E9HC70,"tr|E9HC70|E9HC70_DAPPU Acetyl-CoA acetyltransferase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_228205 PE=3 SV=1",7822000,5717300,6336600,0,0,0,43.684,411
E9HC86,E9HC86,tr|E9HC86|E9HC86_DAPPU ZnF_CDGSH domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_93444 PE=4 SV=1,145320000,163240000,156470000,0,0,0,11.847,110
E9HCA2,E9HCA2,tr|E9HCA2|E9HCA2_DAPPU Testis-expressed sequence 264 protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309340 PE=4 SV=1,0,0,2467200,0,0,0,29.463,259
E9HCA7,E9HCA7,"tr|E9HCA7|E9HCA7_DAPPU Guanine nucleotide binding protein, gamma subunit OS=Daphnia pulex OX=6669 GN=Gng1 PE=3 SV=1",0,0,29443000,0,0,0,7.6387,66
E9HCB8,E9HCB8,tr|E9HCB8|E9HCB8_DAPPU Neuroglian OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309386 PE=4 SV=1,993060000,779800000,789070000,252610000,141060000,150920000,138.78,1246
E9HCE1,E9HCE1,tr|E9HCE1|E9HCE1_DAPPU Receptor expression-enhancing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_61104 PE=3 SV=1,19992000,23151000,18582000,0,0,0,20.829,183
E9HCS6;E9HCS7,E9HCS6,tr|E9HCS6|E9HCS6_DAPPU Alkaline phosphatase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328304 PE=3 SV=1,81929000,78961000,81120000,0,0,0,56.204,520
E9HCT0,E9HCT0,tr|E9HCT0|E9HCT0_DAPPU Mitochondrial pyruvate carrier OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231612 PE=3 SV=1,0,22743000,38571000,0,0,0,13.448,119
E9HCT2;E9HCT3,E9HCT2,tr|E9HCT2|E9HCT2_DAPPU Estradiol 17-beta-dehydrogenase 11 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231613 PE=3 SV=1,212230000,175000000,183150000,56315000,43304000,0,33.509,305
E9HCT4,E9HCT4,tr|E9HCT4|E9HCT4_DAPPU Short-chain dehydrogenase/reductase family 16C member 6 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328313 PE=3 SV=1,0,0,5873800,0,0,0,33.353,304
E9HCT5,E9HCT5,tr|E9HCT5|E9HCT5_DAPPU Valine--tRNA ligase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_217307 PE=3 SV=1,0,0,3145400,0,0,0,110.32,973
E9HCU1,E9HCU1,tr|E9HCU1|E9HCU1_DAPPU Alpha-galactosidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_309434 PE=3 SV=1,0,0,7949500,0,0,0,47.474,427
E9HCU6,E9HCU6,tr|E9HCU6|E9HCU6_DAPPU Transforming growth factor-beta-induced protein ig-h3 (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_13889 PE=4 SV=1,457780000,400710000,333130000,0,0,0,30.769,284
E9HCU7,E9HCU7,tr|E9HCU7|E9HCU7_DAPPU CN hydrolase domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328325 PE=4 SV=1,14788000,18742000,17666000,0,0,0,31.014,280
E9HCX8,E9HCX8,tr|E9HCX8|E9HCX8_DAPPU PUA domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_228342 PE=3 SV=1,10938000,16087000,16428000,0,0,0,57.291,510
E9HCZ9,E9HCZ9,tr|E9HCZ9|E9HCZ9_DAPPU C1q domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_257184 PE=4 SV=1,0,0,3236500,0,0,0,56.455,507
E9HD17,E9HD17,tr|E9HD17|E9HD17_DAPPU 60S ribosomal protein L8 OS=Daphnia pulex OX=6669 GN=EOG090X0A8G PE=2 SV=1,137080000,146880000,146410000,102430000,101510000,126420000,27.982,257
E9HD44,E9HD44,tr|E9HD44|E9HD44_DAPPU V-type proton ATPase subunit a OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328163 PE=3 SV=1,0,0,7350800,0,0,0,99.207,871
E9HD61,E9HD61,tr|E9HD61|E9HD61_DAPPU Guanine nucleotide-binding protein subunit beta-like protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231635 PE=3 SV=1,107810000,116410000,77132000,0,0,31522000,36.016,319
E9HD90,E9HD90,tr|E9HD90|E9HD90_DAPPU Neural-cadherin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300527 PE=4 SV=1,16967000,18112000,18044000,0,0,0,329.37,2952
E9HDC8,E9HDC8,tr|E9HDC8|E9HDC8_DAPPU 40S ribosomal protein S20 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300540 PE=3 SV=1,0,0,8005000,0,0,0,13.156,118
E9HDD1;E9GBT2,E9HDD1,tr|E9HDD1|E9HDD1_DAPPU Sodium/calcium exchanger OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328233 PE=3 SV=1,184890000,212990000,163270000,96972000,108610000,109770000,89.027,822
E9HDF7,E9HDF7,tr|E9HDF7|E9HDF7_DAPPU ADP-ribosylation factor OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300544 PE=3 SV=1,79575000,71610000,75091000,54754000,48794000,50401000,20.414,179
E9HDF9,E9HDF9,tr|E9HDF9|E9HDF9_DAPPU Glutathione peroxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_112919 PE=3 SV=1,0,0,1965400,0,0,0,19.832,172
E9HDK2,E9HDK2,tr|E9HDK2|E9HDK2_DAPPU RNA-binding protein squid OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_189289 PE=4 SV=1,0,0,5043600,0,0,0,36.103,334
E9HDV7,E9HDV7,tr|E9HDV7|E9HDV7_DAPPU Non-specific serine/threonine protein kinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300590 PE=4 SV=1,0,7771200,0,0,0,0,209.32,1861
E9HE08,E9HE08,tr|E9HE08|E9HE08_DAPPU Tetraspanin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300599 PE=3 SV=1,23944000,28191000,22908000,0,0,0,28.666,252
E9HE19,E9HE19,tr|E9HE19|E9HE19_DAPPU V-type proton ATPase proteolipid subunit OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231646 PE=3 SV=1,24738000,20550000,0,0,0,0,16.416,161
E9HE95,E9HE95,tr|E9HE95|E9HE95_DAPPU NAC-A/B domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231649 PE=4 SV=1,0,0,0,0,7744400,0,22.257,206
E9HEA0,E9HEA0,tr|E9HEA0|E9HEA0_DAPPU 60S ribosomal protein L23 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300630 PE=3 SV=1,29591000,31972000,33866000,0,0,0,14.925,140
E9HEB5,E9HEB5,tr|E9HEB5|E9HEB5_DAPPU 60S ribosomal protein L22 (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_61794 PE=3 SV=1,22869000,19394000,19622000,0,0,0,12.713,109
E9HED6,E9HED6,tr|E9HED6|E9HED6_DAPPU FAS1 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_228523 PE=4 SV=1,16884000,13581000,15472000,0,0,0,80.147,737
E9HEE5,E9HEE5,tr|E9HEE5|E9HEE5_DAPPU Troponin I OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_202596 PE=4 SV=1,110860000,117670000,119030000,0,26336000,0,28.706,248
E9HEG7,E9HEG7,tr|E9HEG7|E9HEG7_DAPPU Amidohydro-rel domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_202613 PE=3 SV=1,0,0,1751500,0,0,0,65.954,607
E9HEI1,E9HEI1,tr|E9HEI1|E9HEI1_DAPPU F_actin_bund_C domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328699 PE=4 SV=1,0,0,18635000,0,0,0,45.083,394
E9HEP2,E9HEP2,tr|E9HEP2|E9HEP2_DAPPU Chaoptin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300683 PE=4 SV=1,390030000,472980000,358420000,34034000,25827000,29897000,143.74,1278
E9HEP4,E9HEP4,tr|E9HEP4|E9HEP4_DAPPU C-type lectin domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_228550 PE=4 SV=1,0,2947100,0,0,0,0,41.367,373
E9HEU8,E9HEU8,tr|E9HEU8|E9HEU8_DAPPU 26S proteasome non-ATPase regulatory subunit 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300699 PE=3 SV=1,12043000,9785300,13673000,0,0,0,99.061,900
E9HEU9,E9HEU9,tr|E9HEU9|E9HEU9_DAPPU Transporter OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328816 PE=3 SV=1,9899100,19610000,21900000,0,0,0,72.487,643
E9HEV4,E9HEV4,tr|E9HEV4|E9HEV4_DAPPU 40S ribosomal protein S18 OS=Daphnia pulex OX=6669 GN=EOG090X0JV9 PE=2 SV=1,49074000,50828000,44143000,0,0,35040000,17.708,152
E9HEX5,E9HEX5,tr|E9HEX5|E9HEX5_DAPPU Tubulin beta chain OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300845 PE=3 SV=1,0,0,0,0,0,36871000,50.102,447
E9HF43,E9HF43,tr|E9HF43|E9HF43_DAPPU Protein disulfide-isomerase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_202746 PE=4 SV=1,194490000,135470000,133320000,0,62252000,37110000,194.91,1686
E9HF59;E9HY70,E9HF59,tr|E9HF59|E9HF59_DAPPU V-type proton ATPase subunit a OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_62053 PE=3 SV=1,318140000,244200000,294680000,160780000,194610000,151320000,94.302,825
E9HFC3;E9HFF7,E9HFC3;E9HFF7,"tr|E9HFC3|E9HFC3_DAPPU Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_328991 PE=3 SV=1;tr|E9HFF7|E9HFF7_DAPPU 6-phosphogluconate dehydrogenase, decarboxylating OS=Daphnia pulex OX=6669 GN=DAPPUDRA",0,0,0,0,0,67519000,29.988,266
E9HVT0;E9I4P2;E9HFF0;E9HFE9;E9HVK4,E9HVT0;E9I4P2;E9HFF0;E9HFE9;E9HVK4,tr|E9HVT0|E9HVT0_DAPPU Transforming growth factor-beta-induced protein ig-h3 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_229856 PE=4 SV=1;tr|E9I4P2|E9I4P2_DAPPU FAS1 domain-containing protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_274754 PE=4 SV=1;tr,7933200,5036400,0,0,0,0,32.53,297
E9HFJ1,E9HFJ1,tr|E9HFJ1|E9HFJ1_DAPPU Gamma-glutamyltranspeptidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300931 PE=4 SV=1,0,0,1665300,0,0,0,67.645,623
E9HFR9,E9HFR9,tr|E9HFR9|E9HFR9_DAPPU NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_329128 PE=3 SV=1,196230000,167790000,173660000,0,0,0,14.026,119
