Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides IDI-1,Peptides IDI-2,Peptides IDI-3,Peptides IDLL-1,Peptides IDLL-2,Peptides IDLL-3,Razor + unique peptides IDI-1,Razor + unique peptides IDI-2,Razor + unique peptides IDI-3,Razor + unique peptides IDLL-1,Razor + unique peptides IDLL-2,Razor + unique peptides IDLL-3,Unique peptides IDI-1,Unique peptides IDI-2,Unique peptides IDI-3,Unique peptides IDLL-1,Unique peptides IDLL-2,Unique peptides IDLL-3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Identification type IDI-1,Identification type IDI-2,Identification type IDI-3,Identification type IDLL-1,Identification type IDLL-2,Identification type IDLL-3,Sequence coverage IDI-1 [%],Sequence coverage IDI-2 [%],Sequence coverage IDI-3 [%],Sequence coverage IDLL-1 [%],Sequence coverage IDLL-2 [%],Sequence coverage IDLL-3 [%],Intensity,Intensity IDI-1,Intensity IDI-2,Intensity IDI-3,Intensity IDLL-1,Intensity IDLL-2,Intensity IDLL-3,iBAQ peptides,iBAQ,iBAQ IDI-1,iBAQ IDI-2,iBAQ IDI-3,iBAQ IDLL-1,iBAQ IDLL-2,iBAQ IDLL-3,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,MS/MS count IDI-1,MS/MS count IDI-2,MS/MS count IDI-3,MS/MS count IDLL-1,MS/MS count IDLL-2,MS/MS count IDLL-3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
A0A4Y7MRR8;E9GMC5;A0A4Y7MQH2;A0A4Y7MWA6,A0A4Y7MRR8;E9GMC5;A0A4Y7MQH2;A0A4Y7MWA6,1;1;1;1,1;1;1;1,1;1;1;1,tr|A0A4Y7MRR8|A0A4Y7MRR8_DAPPU EOG090X07HN OS=Daphnia pulex OX=6669 GN=EOG090X07HN PE=2 SV=1;tr|E9GMC5|E9GMC5_DAPPU EOG090X07HN OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_212601 PE=3 SV=1;tr|A0A4Y7MQH2|A0A4Y7MQH2_DAPPU EOG090X07HN OS=Daphnia pulex OX=6669 GN=E,4,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2.5,2.5,2.5,40.059,355,355;374;374;401,0.0025641,1.7893,By MS/MS,By MS/MS,By MS/MS,,,,2.5,2.5,2.5,0.0,0.0,0.0,2816400,918670,1068100,829660,0,0,0,17,165670,54039.0,62829.0,48803,0.0,0.0,0.0,0,0,854010,0,0,0,1,1,1,0,0,0,3,,,,10,2640,True,2733,11254;11255;11256,8450;8451;8452,8451,,,-1;-1;-1;-1
E9G5I6;A0A4Y7MQK1;A0A4Y7MX14;A0A4Y7MVC9,E9G5I6;A0A4Y7MQK1;A0A4Y7MX14;A0A4Y7MVC9,1;1;1;1,1;1;1;1,1;1;1;1,tr|E9G5I6|E9G5I6_DAPPU EOG090X0I6M OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_46184 PE=3 SV=1;tr|A0A4Y7MQK1|A0A4Y7MQK1_DAPPU EOG090X0I6M OS=Daphnia pulex OX=6669 GN=EOG090X0I6M PE=2 SV=1;tr|A0A4Y7MX14|A0A4Y7MX14_DAPPU EOG090X0I6M OS=Daphnia pulex OX=6669 GN=EO,4,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,8.4,8.4,8.4,16.564,143,143;163;166;178,0.0,5.3949,By MS/MS,By MS/MS,By MS/MS,,,,8.4,8.4,8.4,0.0,0.0,0.0,19179000,7615200,5437400,6126200,0,0,0,7,2739800,1087900.0,776780.0,875170,0.0,0.0,0.0,0,0,6306000,0,0,0,1,1,1,0,0,0,3,,,,11,16,True,17,68;69;70,46;47;48,46,,,-1;-1;-1;-1
E9H6X6;A0A4Y7MWU4;A0A4Y7MQK5,E9H6X6;A0A4Y7MWU4;A0A4Y7MQK5,2;2;2,2;2;2,2;2;2,tr|E9H6X6|E9H6X6_DAPPU EOG090X0CJA OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_58991 PE=3 SV=1;tr|A0A4Y7MWU4|A0A4Y7MWU4_DAPPU EOG090X0CJA OS=Daphnia pulex OX=6669 GN=EOG090X0CJA PE=2 SV=1;tr|A0A4Y7MQK5|A0A4Y7MQK5_DAPPU EOG090X0CJA OS=Daphnia pulex OX=6669 GN=EO,3,2,2,2,2,2,2,0,0,1,2,2,2,0,0,1,2,2,2,0,0,1,7.6,7.6,7.6,28.15,249,249;260;260,0.0,20.334,By MS/MS,By MS/MS,By matching,,,By matching,7.6,7.6,7.6,0.0,0.0,4.8,69727000,25958000,22878000,19835000,0,0,1056200,12,5810600,2163200.0,1906500.0,1652900,0.0,0.0,88014.0,27198000,21182000,20363000,0,0,0,2,1,0,0,0,0,3,,,,12,360;3923,True;True,373;4068,1561;1562;1563;1564;17167;17168;17169,1143;1144;13072,1144;13072,,,-1;-1;-1
A0A4Y7MQM4;E9GIU9;A0A4Y7MV37,A0A4Y7MQM4;E9GIU9;A0A4Y7MV37,2;1;1,2;1;1,2;1;1,tr|A0A4Y7MQM4|A0A4Y7MQM4_DAPPU EOG090X0DDP OS=Daphnia pulex OX=6669 GN=EOG090X0DDP PE=2 SV=1;tr|E9GIU9|E9GIU9_DAPPU EOG090X0DDP OS=Daphnia pulex OX=6669 GN=EOG090X0DDP PE=2 SV=1;tr|A0A4Y7MV37|A0A4Y7MV37_DAPPU EOG090X0DDP OS=Daphnia pulex OX=6669 GN=EOG090X,3,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,5.6,5.6,5.6,34.678,302,302;327;327,0.0,2.2902,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.6,5.6,5.6,2.3,2.3,2.3,170060000,26034000,28331000,28482000,30148000,28344000,28717000,19,8950300,1370200.0,1491100.0,1499100,1586800.0,1491800.0,1511400.0,27388000,28507000,27158000,0,0,0,1,2,1,0,0,0,4,,,,13,1115;4789,True;True,1159;5000,4839;4840;4841;20996;20997;20998;20999;21000;21001,3652;3653;3654;15845,3652;15845,,,-1;-1;-1
A0A4Y7MQS3;A0A4Y7MT15,A0A4Y7MQS3;A0A4Y7MT15,35;33,2;2,2;2,tr|A0A4Y7MQS3|A0A4Y7MQS3_DAPPU Calcium-transporting ATPase OS=Daphnia pulex OX=6669 GN=EOG090X00V6 PE=2 SV=1;tr|A0A4Y7MT15|A0A4Y7MT15_DAPPU P-type Ca(2+) transporter (Fragment) OS=Daphnia pulex OX=6669 GN=EOG090X00V6 PE=2 SV=1,2,35,2,2,34,35,35,21,19,20,2,2,2,2,2,2,2,2,2,2,2,2,30.4,0.8,0.8,110.85,1005,1005;886,0.0,2.4323,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,29.7,30.4,30.4,19.9,18.9,19.8,275880000,56952000,73726000,70140000,24308000,25258000,25495000,44,6270000,1294400.0,1675600.0,1594100,552450.0,574050.0,579440.0,0,34749000,34399000,292390000,292120000,304690000,0,1,1,1,1,1,5,,,,14,126;304;545;668;1287;1568;1601;1960;2123;2132;2530;2597;2690;2799;2900;3030;3064;3154;3279;3648;4126;4136;4137;4245;4685;4717;5028;5057;5347;5348;5404;5857;5964;6118;6438,False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False,133;134;315;316;563;691;1335;1625;1658;1659;2032;2201;2210;2618;2619;2689;2786;2787;2902;3011;3012;3143;3180;3275;3404;3787;4311;4321;4322;4323;4435;4890;4891;4926;5242;5276;5277;5572;5573;5574;5575;5576;5634;5635;6110;6218;6376;6377;6707,550;551;552;553;554;555;556;557;1297;1298;1299;1300;1301;1302;1303;1304;1305;2398;2399;2400;2401;2901;2902;2903;2904;2905;5538;5539;5540;6723;6724;6725;6726;6727;6728;6865;6866;6867;6868;6869;6870;6871;8369;8370;8371;8372;8373;8374;8375;8376;8377;8378;9048;9049;9050;9051;9089;9090;9091;9092;9093;9094;10811;10812;10813;10814;10815;10816;10817;10818;11076;11077;11078;11458;11459;11460;11461;11462;11463;11464;11465;11466;11467;11468;11469;11470;11471;11472;11473;11474;11475;11476;11974;11975;11976;12528;12529;12530;12531;12532;12533;13073;13074;13075;13076;13238;13239;13240;13241;13242;13243;13666;13667;13668;14235;14236;14237;14238;14239;14240;16020;16021;16022;16023;16024;16025;18125;18126;18127;18128;18129;18130;18131;18161;18162;18163;18164;18165;18166;18167;18168;18169;18170;18171;18172;18173;18174;18175;18176;18177;18610;18611;18612;18613;18614;18615;20540;20541;20542;20543;20689;20690;20691;20692;20693;20694;22007;22008;22009;22010;22011;22012;22151;22152;22153;22154;22155;22156;22157;22158;22159;22160;23328;23329;23330;23331;23332;23333;23334;23335;23336;23337;23338;23339;23340;23341;23342;23343;23344;23345;23346;23347;23348;23349;23350;23351;23352;23582;23583;23584;23585;23586;23587;23588;23589;23590;23591;23592;23593;23594;23595;23596;23597;25651;25652;25653;25654;25655;25656;25657;25658;25659;26124;26125;26126;26127;26128;26129;26130;26729;26730;26731;26732;26733;26734;26735;26736;26737;26738;26739;26740;26741;26742;26743;26744;26745;26746;26747;26748;26749;28089;28090;28091;28092;28093;28094,401;402;403;404;405;972;973;974;975;976;977;1803;1804;2163;2164;2165;2166;2167;4172;5039;5040;5041;5042;5043;5044;5145;5146;5147;6266;6267;6268;6269;6270;6271;6767;6768;6769;6770;6802;6803;6804;6805;6806;6807;8092;8093;8094;8095;8096;8097;8098;8099;8100;8101;8102;8307;8308;8608;8609;8610;8611;8612;8613;8614;8615;8616;8617;8618;8619;8620;8621;8992;8993;8994;9460;9461;9462;9463;9876;9877;9976;9977;9978;9979;9980;10256;10257;10660;10661;10662;10663;10664;12222;12223;13792;13793;13814;13815;13816;13817;13818;13819;13820;13821;13822;13823;13824;13825;13826;13827;14135;14136;14137;15546;15547;15548;15549;15641;15642;15643;16616;16617;16618;16619;16620;16621;16622;16722;16723;16724;16725;16726;16727;17593;17594;17595;17596;17597;17598;17599;17600;17601;17602;17603;17604;17605;17606;17607;17608;17609;17610;17611;17612;17613;17808;17809;17810;17811;17812;17813;17814;17815;17816;17817;17818;17819;17820;17821;17822;19437;19438;19439;19440;19441;19442;19443;19444;19445;19446;19767;19768;19769;19770;19771;19772;19773;19774;19775;19776;20244;20245;20246;20247;20248;20249;20250;20251;20252;20253;20254;20255;20256;20257;20258;20259;20260;20261;20262;20263;20264;21272;21273;21274;21275;21276;21277;21278,405;975;1804;2166;4172;5043;5145;6271;6769;6803;8097;8307;8614;8993;9460;9877;9978;10256;10661;12222;13792;13816;13827;14135;15548;15642;16621;16725;17597;17609;17822;19442;19769;20244;21273,0;1;2;3;4;5;6;7;8;9,129;242;248;364;498;541;580;655;724;761,-1;-1
A0A4Y7MQW4;E9HJU6;A0A4Y7MRJ9,A0A4Y7MQW4;E9HJU6;A0A4Y7MRJ9,1;1;1,1;1;1,1;1;1,tr|A0A4Y7MQW4|A0A4Y7MQW4_DAPPU Proteasome subunit beta OS=Daphnia pulex OX=6669 GN=EOG090X09LQ PE=2 SV=1;tr|E9HJU6|E9HJU6_DAPPU Proteasome subunit alpha type OS=Daphnia pulex OX=6669 GN=EOG090X09LQ PE=2 SV=1;tr|A0A4Y7MRJ9|A0A4Y7MRJ9_DAPPU Proteasome subuni,3,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,5.6,5.6,5.6,25.514,233,233;257;257,0.0025381,1.7102,By MS/MS,By matching,By matching,,,,5.6,5.6,5.6,0.0,0.0,0.0,11162000,3556000,3527700,4078100,0,0,0,11,1014700,323270.0,320700.0,370740,0.0,0.0,0.0,0,0,4197800,0,0,0,1,0,0,0,0,0,1,,,,15,3838,True,3982,16815;16816;16817,12822,12822,,,-1;-1;-1
E9G6K4;A0A4Y7MRR7;A0A4Y7MQX0,E9G6K4;A0A4Y7MRR7;A0A4Y7MQX0,2;2;2,2;2;2,2;2;2,tr|E9G6K4|E9G6K4_DAPPU Mannosyl-oligosaccharide glucosidase OS=Daphnia pulex OX=6669 GN=EOG090X02G1 PE=2 SV=1;tr|A0A4Y7MRR7|A0A4Y7MRR7_DAPPU Mannosyl-oligosaccharide glucosidase OS=Daphnia pulex OX=6669 GN=EOG090X02G1 PE=2 SV=1;tr|A0A4Y7MQX0|A0A4Y7MQX0_DAP,3,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,2.4,2.4,2.4,96.629,846,846;846;846,0.0064051,1.352,By MS/MS,By MS/MS,By MS/MS,,,,2.4,2.4,2.4,0.0,0.0,0.0,22082000,7013300,8224100,6844200,0,0,0,51,432970,137520.0,161260.0,134200,0.0,0.0,0.0,6999200,7814500,7285400,0,0,0,2,1,1,0,0,0,4,,,,16,5037;6268,True;True,5252;6532,22049;22050;22051;27407;27408;27409,16650;20767;20768;20769,16650;20768,,,-1;-1;-1
A0A4Y7MQZ7;E9H9N3,A0A4Y7MQZ7;E9H9N3,7;7,7;7,7;7,tr|A0A4Y7MQZ7|A0A4Y7MQZ7_DAPPU EOG090X03O4 OS=Daphnia pulex OX=6669 GN=EOG090X03O4 PE=2 SV=1;tr|E9H9N3|E9H9N3_DAPPU EOG090X03O4 OS=Daphnia pulex OX=6669 GN=EOG090X03O4 PE=2 SV=1,2,7,7,7,7,7,7,4,3,5,7,7,7,4,3,5,7,7,7,4,3,5,13.7,13.7,13.7,52.178,474,474;476,0.0,11.224,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,13.7,13.7,13.7,7.8,5.7,9.9,997300000,310560000,331920000,320170000,8967600,11755000,13925000,18,55405000,17253000.0,18440000.0,17787000,498200.0,653060.0,773600.0,331920000,294770000,336310000,133340000,127090000,117850000,6,5,3,1,0,1,16,,,,17,173;337;1548;2255;2717;5665;5944,True;True;True;True;True;True;True,181;349;1603;2337;2814;5909;6197,715;716;717;718;719;720;1458;1459;1460;1461;6610;6611;6612;9613;9614;9615;9616;11573;11574;11575;11576;11577;24726;24727;24728;24729;24730;26022;26023;26024;26025;26026;26027,525;526;527;528;1084;1085;4947;7193;7194;7195;8701;8702;8703;18702;18703;19693;19694,525;1084;4947;7194;8703;18702;19694,10,409,-1;-1
E9I5I1;A0A4Y7MRV5;A0A4Y7MR07,E9I5I1;A0A4Y7MRV5;A0A4Y7MR07,1;1;1,1;1;1,1;1;1,tr|E9I5I1|E9I5I1_DAPPU EOG090X03V0 OS=Daphnia pulex OX=6669 GN=EOG090X03V0 PE=2 SV=1;tr|A0A4Y7MRV5|A0A4Y7MRV5_DAPPU EOG090X03V0 OS=Daphnia pulex OX=6669 GN=EOG090X03V0 PE=2 SV=1;tr|A0A4Y7MR07|A0A4Y7MR07_DAPPU EOG090X03V0 OS=Daphnia pulex OX=6669 GN=EOG090X,3,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,4.4,4.4,4.4,33.781,317,317;1045;1045,0.0092951,1.2305,By MS/MS,By MS/MS,By matching,,,,4.4,4.4,4.4,0.0,0.0,0.0,5764400,2270300,1897800,1596200,0,0,0,14,411740,162170.0,135560.0,114020,0.0,0.0,0.0,0,0,1643100,0,0,0,0,1,0,0,0,0,1,,,,18,1164,True,1209,5047;5048;5049,3810,3810,,,-1;-1;-1
A0A4Y7MR60;A0A4Y7MWT6;A0A4Y7MUN9;E9GEU5,A0A4Y7MR60;A0A4Y7MWT6;A0A4Y7MUN9;E9GEU5,1;1;1;1,1;1;1;1,1;1;1;1,tr|A0A4Y7MR60|A0A4Y7MR60_DAPPU Holocytochrome c-type synthase OS=Daphnia pulex OX=6669 GN=EOG090X0CJG PE=2 SV=1;tr|A0A4Y7MWT6|A0A4Y7MWT6_DAPPU Holocytochrome c-type synthase OS=Daphnia pulex OX=6669 GN=EOG090X0CJG PE=2 SV=1;tr|A0A4Y7MUN9|A0A4Y7MUN9_DAPPU H,4,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,4.8,4.8,4.8,24.917,207,207;299;315;329,0.0071429,1.3078,By matching,By matching,By MS/MS,,,,4.8,4.8,4.8,0.0,0.0,0.0,21547000,6062300,7803900,7680600,0,0,0,14,1539100,433020.0,557420.0,548610,0.0,0.0,0.0,0,0,7906000,0,0,0,0,0,1,0,0,0,1,,,,20,1269,True,1316,5470;5471;5472,4122,4122,,,-1;-1;-1;-1
A0A4Y7MTF7;A0A4Y7MRA1;E9FW04;A0A4Y7MVQ7,A0A4Y7MTF7;A0A4Y7MRA1;E9FW04;A0A4Y7MVQ7,4;4;3;3,4;4;3;3,4;4;3;3,tr|A0A4Y7MTF7|A0A4Y7MTF7_DAPPU EOG090X07WF OS=Daphnia pulex OX=6669 GN=EOG090X07WF PE=2 SV=1;tr|A0A4Y7MRA1|A0A4Y7MRA1_DAPPU EOG090X02IK OS=Daphnia pulex OX=6669 GN=EOG090X02IK PE=2 SV=1;tr|E9FW04|E9FW04_DAPPU EOG090X07WF OS=Daphnia pulex OX=6669 GN=EOG090X,4,4,4,4,4,4,4,2,1,0,4,4,4,2,1,0,4,4,4,2,1,0,13.2,13.2,13.2,40.017,357,357;837;357;870,0.0,27.948,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,,13.2,13.2,13.2,5.3,2.5,0.0,101700000,29035000,35900000,34839000,1350300,572040,0,14,7264100,2074000.0,2564300.0,2488500,96447.0,40860.0,0.0,25089000,30809000,31288000,27382000,0,0,3,4,4,0,0,0,11,,,,21,923;1868;2888;4567,True;True;True;True,953;1934;2997;4768,3963;3964;3965;3966;3967;8002;8003;8004;12435;12436;12437;19964;19965;19966;19967,2994;2995;5978;5979;5980;9389;9390;9391;15113;15114;15115,2994;5980;9390;15114,,,-1;-1;-1;-1
A0A4Y7MVM0;A0A4Y7MRL1;E9HJS5;A0A4Y7MUY0,A0A4Y7MVM0;A0A4Y7MRL1;E9HJS5,3;3;3;1,3;3;3;1,3;3;3;1,tr|A0A4Y7MVM0|A0A4Y7MVM0_DAPPU 116 kDa U5 small nuclear ribonucleoprotein component OS=Daphnia pulex OX=6669 GN=EOG090X00RJ PE=2 SV=1;tr|A0A4Y7MRL1|A0A4Y7MRL1_DAPPU 116 kDa U5 small nuclear ribonucleoprotein component OS=Daphnia pulex OX=6669 GN=EOG090X00R,4,3,3,3,3,3,3,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,3.8,3.8,3.8,111.47,991,991;991;1003;991,0.0,2.7734,By MS/MS,By MS/MS,By MS/MS,,,,3.8,3.8,3.8,0.0,0.0,0.0,22150000,7916000,7266700,6967100,0,0,0,53,417920,149360.0,137110.0,131450,0.0,0.0,0.0,7713300,7441300,7037800,0,0,0,1,2,2,0,0,0,5,,,,22,1313;2560;3566,True;True;True,1363;2651;3700,5651;5652;5653;10935;10936;10937;15671;15672;15673,4252;8203;8204;8205;11967;11968,4252;8205;11967,,,-1;-1;-1;-1
A0A4Y7MVW5;A0A4Y7MU33;A0A4Y7MRS2;E9FYE9,A0A4Y7MVW5;A0A4Y7MU33;A0A4Y7MRS2;E9FYE9,6;6;6;6,6;6;6;6,6;6;6;6,tr|A0A4Y7MVW5|A0A4Y7MVW5_DAPPU V-type proton ATPase subunit H OS=Daphnia pulex OX=6669 GN=EOG090X044C PE=2 SV=1;tr|A0A4Y7MU33|A0A4Y7MU33_DAPPU V-type proton ATPase subunit H OS=Daphnia pulex OX=6669 GN=EOG090X044C PE=2 SV=1;tr|A0A4Y7MRS2|A0A4Y7MRS2_DAPPU V,4,6,6,6,6,6,6,1,1,1,6,6,6,1,1,1,6,6,6,1,1,1,13.8,13.8,13.8,53.017,457,457;457;457;479,0.0,22.586,By MS/MS,By MS/MS,By MS/MS,By matching,By matching,By matching,13.8,13.8,13.8,2.0,2.0,2.0,174490000,57521000,58405000,54586000,1437100,1326000,1210000,29,6016700,1983500.0,2014000.0,1882300,49556.0,45724.0,41725.0,56521000,58039000,56252000,0,0,0,2,5,4,0,0,0,11,,,,23,1035;1081;1465;1763;3371;4939,True;True;True;True;True;True,1074;1121;1518;1827;3496;5153,4507;4508;4509;4694;4695;4696;6318;6319;6320;7503;7504;7505;14614;14615;14616;21608;21609;21610;21611;21612;21613,3418;3419;3420;3554;4727;5599;5600;5601;10915;10916;10917;16298;16299,3420;3554;4727;5600;10916;16298,,,-1;-1;-1;-1
A0A4Y7MW08;A0A4Y7MT99;A0A4Y7MRW8;E9GS98,A0A4Y7MW08;A0A4Y7MT99;A0A4Y7MRW8;E9GS98,1;1;1;1,1;1;1;1,1;1;1;1,"tr|A0A4Y7MW08|A0A4Y7MW08_DAPPU Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Daphnia pulex OX=6669 GN=EOG090X05NI PE=2 SV=1;tr|A0A4Y7MT99|A0A4Y7MT99_DAPPU Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Daphnia pulex OX=6669 GN=",4,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,6.2,6.2,6.2,45.168,400,400;400;400;441,0.0,7.5391,By MS/MS,By matching,By matching,,,,6.2,6.2,6.2,0.0,0.0,0.0,8918600,3705900,2428000,2784700,0,0,0,21,424700,176470.0,115620.0,132600,0.0,0.0,0.0,0,0,2866400,0,0,0,1,0,0,0,0,0,1,,,,24,4918,True,5131,21530;21531;21532,16246,16246,,,-1;-1;-1;-1
E9HCE8;A0A4Y7MVW0;A0A4Y7MRZ3,E9HCE8;A0A4Y7MVW0;A0A4Y7MRZ3,15;15;15,15;15;15,15;15;15,tr|E9HCE8|E9HCE8_DAPPU Protein disulfide-isomerase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_202253 PE=3 SV=1;tr|A0A4Y7MVW0|A0A4Y7MVW0_DAPPU Protein disulfide-isomerase OS=Daphnia pulex OX=6669 GN=EOG090X0438 PE=2 SV=1;tr|A0A4Y7MRZ3|A0A4Y7MRZ3_DAPPU Protein d,3,15,15,15,15,14,15,4,4,6,15,14,15,4,4,6,15,14,15,4,4,6,32.9,32.9,32.9,54.92,489,489;534;534,0.0,100.6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,32.9,31.1,32.9,10.4,8.4,12.5,4706200000,1594100000,1550900000,1468300000,38319000,21910000,32694000,26,181010000,61310000.0,59652000.0,56473000,1473800.0,842690.0,1257500.0,1649300000,1271400000,1332400000,517690000,297880000,373560000,18,17,20,2,1,2,60,,,,25,9;1177;1228;1647;1693;1866;3984;3985;4184;4192;4204;4836;5066;5211;6451,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,9;1222;1273;1706;1756;1932;4136;4137;4138;4371;4379;4391;5047;5286;5432;6720,34;35;36;5105;5106;5107;5304;5305;5306;7053;7054;7055;7250;7251;7252;7253;7254;7255;7992;7993;7994;7995;7996;7997;7998;17455;17456;17457;17458;17459;17460;17461;17462;17463;17464;17465;17466;17467;17468;17469;17470;17471;17472;17473;17474;17475;17476;18362;18363;18364;18394;18395;18396;18434;18435;18436;21188;21189;21190;21191;21192;21193;22187;22188;22189;22190;22191;22757;22758;28137;28138;28139;28140;28141;28142;28143;28144;28145;28146;28147;28148,26;27;28;3849;3850;3851;3852;3853;4004;4005;4006;5272;5273;5274;5420;5421;5422;5973;5974;5975;5976;13274;13275;13276;13277;13278;13279;13280;13281;13282;13283;13957;13958;13959;13977;14012;14013;14014;15984;15985;15986;15987;15988;15989;16745;16746;16747;17155;17156;21316;21317;21318;21319;21320;21321;21322;21323;21324;21325;21326;21327,26;3849;4005;5273;5421;5975;13276;13281;13958;13977;14012;15984;16746;17156;21317,12,420,-1;-1;-1
A0A4Y7MSB0;A0A4Y7MWI3;A0A4Y7MRZ9;E9FUU8,A0A4Y7MSB0;A0A4Y7MWI3;A0A4Y7MRZ9;E9FUU8,1;1;1;1,1;1;1;1,1;1;1;1,tr|A0A4Y7MSB0|A0A4Y7MSB0_DAPPU EOG090X09QP OS=Daphnia pulex OX=6669 GN=EOG090X09QP PE=2 SV=1;tr|A0A4Y7MWI3|A0A4Y7MWI3_DAPPU EOG090X09QP OS=Daphnia pulex OX=6669 GN=EOG090X09QP PE=2 SV=1;tr|A0A4Y7MRZ9|A0A4Y7MRZ9_DAPPU EOG090X09QP OS=Daphnia pulex OX=6669 GN,4,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,4.6,4.6,4.6,27.072,237,237;365;365;384,0.0,3.4547,By MS/MS,By MS/MS,By MS/MS,,,,4.6,4.6,4.6,0.0,0.0,0.0,26011000,9069500,8421100,8520800,0,0,0,12,2167600,755790.0,701760.0,710060,0.0,0.0,0.0,0,0,8770900,0,0,0,1,1,1,0,0,0,3,,,,26,3024,True,3136,13048;13049;13050,9860;9861;9862,9861,,,-1;-1;-1;-1
A0A4Y7MSB9;A0A4Y7MS11;E9FR21,A0A4Y7MSB9;A0A4Y7MS11;E9FR21,3;3;3,3;3;3,3;3;3,tr|A0A4Y7MSB9|A0A4Y7MSB9_DAPPU EOG090X09YS (Fragment) OS=Daphnia pulex OX=6669 GN=EOG090X09YS PE=2 SV=1;tr|A0A4Y7MS11|A0A4Y7MS11_DAPPU 60S ribosomal protein L5 OS=Daphnia pulex OX=6669 GN=EOG090X09YS PE=2 SV=1;tr|E9FR21|E9FR21_DAPPU 60S ribosomal protein L,3,3,3,3,3,2,2,0,1,0,3,2,2,0,1,0,3,2,2,0,1,0,14.0,14.0,14.0,26.733,235,235;252;302,0.0,8.524,By MS/MS,By MS/MS,By MS/MS,,By matching,,14.0,9.8,9.8,0.0,6.0,0.0,36662000,12105000,13054000,11089000,0,414670,0,12,3055200,1008800.0,1087800.0,924040,0.0,34556.0,0.0,12103000,12787000,11391000,0,0,0,2,2,2,0,0,0,6,,,,27,58;1971;4673,True;True;True,62;2043;4878,267;268;269;8427;8428;8429;8430;20454,205;206;207;6306;6307;15479,206;6306;15479,,,-1;-1;-1
